text,sarcastic
"heh heh heh..... so if my name was reverend happy puppy land that would throw you off??? hmm.... something to consider.... i do not support 'guns' and more than i support hammers. i support the constitution, liberty, and freedom. what my friend do you support?",1
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,1
"I am also fascinated by the Shoot First Law that has been introduced in Florida. You can now use a gun against any perceived threat.
The question is whether this legitamises shooting Jeb Bush. Anyone stupid enough to think this law is a good idea is a definite threat, not merely perceived.
Smiley",1
why am I so tired and also why is the answer always chronic pain???!???,0
My mistake; I read it wrong. And guess what? I do know what the moon is ;),1
"really??! it's stated, very clearly in the creeds. i'm somewhat surprised by this.",0
"Must I do everything here?
http://www.whistlestopper.com/forum/...ght=bush+hater
http://www.whistlestopper.com/forum/...ter#post223150
http://www.whistlestopper.com/forum/...ter#post173929
http://www.whistlestopper.com/forum/...ter#post173360
http://www.whistlestopper.com/forum/...ter#post150198
http://www.whistlestopper.com/forum/...ter#post106082
http://www.whistlestopper.com/forum/...ter#post121629
That's less then 10% of the threads he's insulted people. 
",1
"18-19 year olds anyway. It's still illegal for over the counter under the age of 18.
 
 
 Wait a minute, I fail to see how it not being availible will affect teenagers doing it or not.",0
"How do you know he was a gun owner? Maybe he borrowed it. ;)And I bet he was a carnivore, walked upright and drove a car, as well.",0
"NO, these were all ammedments. all passed. All written recently. There are laws on the book from the 1800's but that isn't what just passed.",0
"The evidence shows that reptiles did give rise to birds, but nothing shows monkeys became humans. Monkeys are far to evolved in their own way to give rise to us.",0
"And he's out!   By the way, why did you say ""strike III"" and not ""strike 3""?",0
"ever heard of the good old 'i caught a fish this big' story, and others similar to it? that's what happened here. it is perfectly logical to assume that someone witnessed a large flood, and over time it all got blown out of proportion and became the ludicroud claim of the entire world flooding and a man making a boat (which is pretty much incapable of actually floating and surviving a flood) and carrying two of every animal. with each telling of a story, things are changed and added and exaggerated - that's just common sense.",1
Very sad to hear about Sean Lock's passing. A very funny man.,0
"show me the post where i want a theocracy or eat it.  back at you.  god creates life in a mothers womb (psalm 139:13, etc.).  you can't stand the truths in the bible, can you? you have to hem and haw and do a barack obama and try to spin it away. it's not working for you, pappi. jesus is the resurrected savior and god creates life. and you can't stand the truth.",1
“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,0
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1
"And it will, I guess, take an amendment to deny rights to and make a whole segment of the population second class citizens.",1
"ummmmmmm, because it was built in 1932-1935, and has nothing whatsoever to do with the founders or early government leaders, nor with what they believed was correct? you really are the master of the art of self-pwn, archie.",1
Well you'd know fascist wingnuts for sure. Hitting a meeting tonite?,1
"to be honest with you, i'm mildly amused at best.",0
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @wilolu2k2 and of course @taniaballantine @timeoutlondon for the kind wor… https://t.co/1vqoUTJpUt https://t.co/SXyL07NCAH",0
"Which part of ""they used self defense shootings, accidents, and suicides"" didn't you understand?
",1
"This is true from the atheistic and secular humanist perspective since they will grasp at any natural explanation, no matter how flimsy and shallow rather than the spiritual explanation. But it doesn't answer the specific question I asked at all.",0
love how badly i embarrass myself on nights out how iconic X,1
"barrett isn't even selling to kalifornia, much less mexico :) where do you think they are getting them? our own military sales to the mex gov't? we been through the 5.7, maximum effective range 50 meters from their own website. how would you consider them 'superior' and compared to what?",0
Again I have to correct you. Dark moths were not observed before 1848. Similar mutations have been observed in other species of moths both in Europe and in the United States. Merely claiming that there was no change is ducking the question. You didn't bother to inform yourself of the facts and now you return to your incorrect assertion again and again after having been informed of your error.,1
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",1
"To this administration, Keynesian economics are conservative and FDR was a tightwad.",1
"Because self-defence, unlike most other 'reasons', automatically allows all citizens firearm access, and in most cases allows firearm acess without mandatory training/evaluation. When this occurs, you are much more likely to get misuse of firearms.If you read around you'll see that I consider all rights as needing justification. This comes both from my stance as a relativist and as a UK citizen, where there is no formalised Constitution. Ask yourself this - if a right cannot be justified, why should it be treated as a 'right'?",0
People who walk their cats on leashes are not people to be trifled with.,0
"Oh my goodness. This is a trick called semantics.   I guess you got sucked in.   Yes, abortion is used as contraception unfortunately.",1
"City council vote only, not sure about public sentiment, but from what I gather, most people don't care because they don't own guns. Whenever an issue like this comes up, people who are interested seem to become the loudest, both the pro- and anti-gun crowds.",0
"Thats nice...Care to make an argument, or are you just op-eding my viewpoints?",1
@BarbosaBox The best thing is Greg Paul’s face in the back,0
wish my first reaction to everything wasn’t crying,0
"thewayitis, i would say is one of the best debaters on here. he argues his points well, and doesn't relent.  his default picture matches his personality. a wise old man who knows exactly what he's talking about. i would absolutely like to dispute you. thewayitis is a fantastic debater, one whom i respect and often agree with.",0
i am surprised that some of the more conservative christians are not weighing in on source of some of the christian terminology and concepts.,0
I am so fucking tired of living in the UK.,0
"Of course not, but I fail to see how atheists are using science as its god, can you please explain that to me directly? Evolution doesn't refute god at all. In fact with evolution, intelligent design is entirely possible. But that still doesn't make it sc",0
"Hello, unkerpaulie.   If the chimpanzee (or ancestral chimp) found itself in the savannah environment in which Homo erectus (skull H) lived, then, yes, H. erectus would be better able to survive than the chimp. On the other hand, if you put an individual erectus in the forest environment in which the chimp survived, probably the chimp would be better adapted.",0
"Really?!! I'm not aware of any kids being born to two gay biological parents (unless one is a lesbian and the other a gay man, that is).
",1
Tchia is adorable and looks like a sleeper hit,0
"irrelevant. what about the common people that weren't blessed with god's son? revenge: definition, synonyms from answers.com tr.v., -venged, -venging, -venges. 1. to inflict punishment in return for (injury or insult). 2. to seek or take vengeance for (oneself or another person); avenge. n. 1. the act of taking vengeance for injuries or wrongs; retaliation. 2. something done in vengeance; a retaliatory measure. 3. a desire for revenge; spite or vindictiveness. 4. an opportunity to retaliate, as by a return sports match after a defeat. tell me, simone, how exactly does using force to defend oneself qualify as revenge? revenge is tracking down the person that wronged you and cutting their throat when they're at their most vulnerable. revenge isn't killing your attacker because you're in fear of your own life.",1
"I'm afraid it is you who is wrong. I created you so that you would think you created me to think I created everything, even though I did. It's more of a challenge that way to try to convert people to the one true religion. Since you can see that I won't be able to convert the world (it's due in a week), you can pay $100 dollars to me so I will take you with me to the upper world.",0
"This seems to be the central argument: the article continues to give many examples of moral disapproval of neglecting or murdering your children. However, it ignores the fact that parenthood is a relationship which is not defined simplistically by genetic relation or by being in the womb (it is unclear if he thinks surrogate mothers should be able to have abortions).We can be prosecuted for neglecting an adopted child or step-child, or anyone we have parental responsibility for. On the other hand, if a person gives their child up for adoption then they cannot be charged with negligence if the child is deserted by its new parents.One interesting part:",0
"@duluxuk @SpursOfficial Don't apologise for the good tweet, Dulux",0
"Completed it ✅💚

_
Jurassic Coast Macmillan Mighty Hike was tough, but so rewarding! Up at 5am &amp; home by 10pm 😳 BUT views to die for, the BEST team ever, Jake completing it in his sliders which is a whole other… https://t.co/kxNSLTd60g",0
"They do not differ in any significant way. The living species today closely resemble the fossils. The prediction was made based on the mindset that everything evolved from a common ancestor over billions of years. Furthermore, it was based upon the fossil record, which is supposedly shows how everything evolved.",0
"Do I draw Greyscale/Dragonsbayne stuff or do I try and get people to play Garticphone with me tonight? Decisions, decisions...",0
"Quite true. Top that with the adolescent mentality exhibited by SP and the boys and you've got yourself a reason to consider calling Dr. Jack Kevorkian.
",1
"@NicoletteJones @eliistender10 1, Home schooled 3 children more 👩‍🏫 which leads to
2, drank more wine and created a whiskey wine cocktail 🤤
3, walked more! Some weeks I'm getting over 30 miles without leaving my house 😳
4, hid from the kids more hence the 30 miles, whiskey wine from the home schooling 😂",0
POV you walk into my room at 2am and I'm crawling around on all fours because someone on TikTok did it and had super buff arms,0
REALLY wishing i was born 4 months eallrlier right about now #Election2016,0
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1
in 2017 when the wrecks opened for atl on ✨that✨ tour I knew they were just gonna get better and better and I have been So correct,0
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1
i haven’t thought about the mysterious benedict society in years omg,0
"So how many locusts, beetles etc. were there on the Ark?   Do you think that there were a pair of each species, or just a pair of each ""Biblical Type"" and could you define what is meant by that term?   Would that include all beetles/insects/arthropods/invertebrates or just anything you felt was convenient?",1
did anyone else get a notification from @NetflixUK saying american horror story s9 was available but doesn’t show up when you search for it?!,0
"Alright. Aproximately 0 illegal drug dealers paid income taxes on their drug money. (Unless, of course, they laundered it.)",1
"Oh really? Gun ownership allowed these ""lunatics"" as you call them, to become government dictators? If I owned 50 guns and 10,000 rounds of ammunition, you're saying I could run the government with an iron fist all by myself, just like that? Any random person can just appoint themselves God over the entire nation, without a single ounce of resistance just because they're armed?",1
"Yes, it is interesting how we draw an arbitary ""legal line in the sand"" with regards to determining how late into a pregnancy an elective abortion is available.",0
.. I pointed it out in capitals in the hope that it may help you understand the point...did it work? Who knows,1
I am un-aware of a conservative nazi party. Did Howard Dean tell you this?,1
"Two things, Symbiote   1) what is the objective basis of rights that makes it different from other value judgements of the majority?   2) when two rights come into conflict, is the result always simple inaction?   3) is the importance of rights greater than democracy? Or is democracy a right? If the latter, how does this work with (2)?   4) how do you react to the fact that in the sorts of cases I mention the results of a rights system is clearly bad for individual people?",0
"Show of hands, how many people think that is the same story?   Flood Stories from Around the World",1
"Bill and Melinda Gates foundation announces #billions to fund fight against #Corona 
🙏🏻 it comes ASAP https://t.co/VXdAVfOSnp",0
"I think you nailed it! I also think that if you are willing to give up your relationship over religion you could be on the border of addiction not faith. (not you personally, but rhetorically)",0
You mean that the planets and stars have always existed? Really - so how come we see stars being made in nurseries via the Hubble telescope.,1
i’m sure 14 year old me would be delighted to know that 22 year old me is still getting stressed over websites crashing for bands🙃,1
It's only now that I'm seriously trying to save that I'm regretting treating myself to something new almost every week last year for just surviving my first few terms of teaching 💸💸💸,0
"Tell us Brady, does the information that While Males ratified the 13th and 14th put a twist in your knickers? emoticonXSmilie",1
In a situation where you have to pick who dies there is no winner. You default to some standard which can be the highest chance of living (save the life you can). Lucky this rarely happens...if ever (normally both will die in this kind of scenario).,0
"http://www.nytimes.com/2009/03/03/science/03angi.html.Ive had three children, which gave me an opportunity to observe intimately the development of infants. Also, I worked with emotionally unstable children aged 3 and older, and observed what a delightful species the three-year-olds are. At that point, infants have progressed from the largely self-involved awareness of the 24-month infant as the developing human deals with the problem of separateness and, as a result, issues a robust declaration of independence. No! No! No! are the bywords of a two-year-old. No! I wont! And you cant make me!",0
"So, you think doctors in the US make LESS than those in the UK?   Take a look at this: It's called ""statistics"" not ""wishful thinking and personal anecdotes"".",1
"No, its not. Thats a strawman. I have never stated anything of the sort. You just cannot debate honestly. I never said that since one argument is wrong, that all are wrong. I am saying that I can prove all the arguments wrong independantly. Not that I have to. Now, any of you able to give even a hint of an intelligent answer to the OP? Or does that shatter your delusion that you dont support murdering children?",1
"Well, at least we agree that someone is obfuscating and denying.",1
@VertigoTeaparty fashion souls! fashion souls! fashion souls at lunch!,0
"Thomas favored incorporation through priviledges and immunities, correct?That likely makes the most sense but the Court probably feared how far that could go, since the logical conclusion is the abolition of individual State law. Not that the ""substantive due process"" is well defined, but likely the Court felt they could rein in any excesses through that interpretation.",0
"Whatever, people lying by saying that they lost their jobs because they said they believe in Intelligent Design? Good? Bad? Utterly predictable?   http://www.expelledexposed.com/index.php/the-truth",0
"And then there's this:Alarm at routine patrols by armed police - Crime, UK - The Independent",0
Good lesson! Always take the easy way out to try and avoid consequences of actions. Instead of leaving a note on a car saying you accidently hit you...you should just casually drive away. Thanks Simone!,1
"I know something of philosophy, and feel free to use Kant to refute me. I did not say God is necessary for a moral code to exist, I said some sort of Supreme Being is necessary for a moral code to exist objectively outside the human mind.What is your support that we do not know whether it is a person or not morally? I tell you now, a fetus is not morally a person to me. There, you are refuted.",0
I don't see why it is so hard to accept he lied. He lost is award and lost his job over his data.,0
"I didn’t realize how powerful and impactful it would be for me, as a woman, to see a woman elected to one of the highest offices in the world",0
"True until proven otherwise eh? Xcaliber and you must get along great.
You have things backward and you are probably being confused by the 'experiment to falsify a theory', that is a tenet of science based on the generalization that untrue theories are easily disproved.
No logician (and by extension no good scientist) would ever hold a lack of disproof as proof.
Oh right theories are never proven, so in fact your definition of theory would go something like this -> 'an idea that is not disproved which we assume is true'.
",1
"using these words as you have explained them above, is it your view that the fetus is a human being (person), or is it your view that the fetus is merely human? the difference, of course, is that human beings deserve moral respect per se, whereas human parts do not per se (i.e., it is immoral to kill a human being, but it is not immoral to kill a tumor).",0
"You of course have documentation of Darwin laying out his plan as to how to weasel evolution into classrooms to oust theism, right? No? You're making it all up? Shocking.",1
"It is you XXXXX, that can not comprehend. It is not that abortion has no effects, but that the effects are already included in the calculations. Apparently you think of yourself as a scientist. Thats a sad joke. And you sign as J.P. Sartre, a XXXXX like you? Only in America.:p",1
"The entire aesthetic and stakes of the original fast and the furious is immaculate. Letty’s boots, sunglasses, and hair in the her intro couldn’t be better",0
"How does being poor limit your responsibility to protect yourself? I know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest. Also, what do you mean by ""less fortunate? It never happened but she kept having kid after kid and hoping it would. Should she be excused for her behavior because she is poor? No, she kept going to BARS looking for good men. Bad choices = bad outcome. Do you think that this is proof that abortion is necessary? Nope, abortion IS NOT the answer in cases like this, only responsibility can solve the problem. The bad thing is that only one of the men do anything for the children and he doesn't do enough. She has never filed for child support and the kids are almost never disciplined. ",0
once again i'm shocked to find myself agreeing with randomdude. then again his arguments seem well constructed and logical next to debates (and the consequent points you make on them) like 'is my country the best country' or whatever it was called.,1
Saw @Harry_Styles in Hampstead today. What a fine young specimen of a man. My lord. Handsome. 💚☘️,0
"You don't get to just say ""hey i wanna be Catholic"" and make it so just because you said you wanted to be.
",1
"BOY-HOWDY!! Why don't you let me know how you really feel? I have not tried to demonize anything. Rap music does that to itself without any help from me. Rap is the lowest form of music that I have ever heard. It is just too primative for my tastes. Once again, I am not a racist, nor am I sexist. I do my own washing. I wish you and your child nothing but the best in life. Some folks think that exposing young children to Rap music is a form of child abuse, I agree with those folks.
P.S. Tell that Southern girl to find another room-mate, you sound like a horrible role model. Well, got to go wash some more underwear.",1
The tiktok fyp knows me better than I know myself,0
glad to know you bring spelling into this. Shows where you are in the argument. And where did the life saving question come from?,1
"i asked on another thread, but it fits here as well... is there a distinction between the absence of belief in x and the belief in the absence of x? before, i suggested that i couldn't see a distinction, but after pondering it for awhile, i believe there is a distinction between the two: if one asserts that there is no god (or gods), this is a belief in the absence of god. if one makes no assertions one way or another (even internally), then this would be an absence of belief. i'm not certain into which 'side' atheism would fall, though i believe it would have to be the former, and therefore, a belief. the latter sounds more like agnosticism to me. but perhaps someone else can better clarify this topic.",0
You don't understand words; why the hell was I thinking you'd understand numbers? emoticonXRolleyes,1
HmMMMmMM four days off for the holiday + crappy weather = mini personal writing retreat? I like it.. I like it a lot,0
why are you trying to turn this into a religious debate? no one said anything about finding jesus. all you have done is show your anti-god prejudice.,0
"Oh, boy... here you come with your anti-religious bigotry rhetoric, who mentioned one thing about religiosity? C'mon Simone... let's coddle those little bats of common sense back under the belfry of reason where they are supposed to roost... They didn't n",1
I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.,0
"Thank you for linking my statements wherein I did answer your question.
Of course you, someone who doesn't believe in anything can talk about getting rid of religions and yet you cry foul at perceived persecutions by Christians.",1
wow. okay. photons apparently do not create light? well then i guess i have penetrated the core of your religion.,1
"I swear never have a conversation with your man about getting engaged, getting married or having kids because you’ll never get the answer😂🤦🏼‍♀️",0
Does your pet have a middle name and what is it?,0
"I dont need a sex lesson from a little boy.
Once again you missed the point( getting to be a habit).
We are talking about behaviour that was condemned by the preacher, one of which was adultery..not fornicating but I am sure the preacher would condemn that too
If you read the link you would know.
If homosexuality is condemned by god then they cannot marry in gods eyes..keeping up?
If gays cannot marry then gay sex must be outside of marriage therefore it is fornicating.
You really should try to use your little head more.
'Lets stay on topic' who made you a mod?emoticonXChicken",1
"Of course not. That battle has already been lost. Creationism is religion and it cannot be taught in a science class, even when it is called ""creation science"" and the data is distorted and mininterpreted. The most recent attempt by creationists in Kansas on the State Board (and yes, they were YECs) was to eliminate all requirements to teach evolution, and all references to an old earth from all curriculum standards.",0
"Well, it happens in virtually every thread.Some disagreements are between individuals of essentially the same basic system [Protestant Christian vs Protestant Christian], [atheist rationalist vs atheist rationalist]. Many disagreements are between individual of differing belief systems. In such cases the individuals often use the same word to mean two different things.What is evidence? Well, that will depend on your core belief system. Sacred writings may be excellent evidence for your belief system, but when you say the Qu'ran proves an issue, the Christian says Thats not evidence!.One side tries to convince the other side that their core beliefs are incorrect, so they really have no evidence for their position.",0
"I don't believe that Orthodox doctrine deals directly with WWII. I am unfamiliar with such. Are you saying that the event you stated had a direct bearing on the cause of the war?Our doctrine would deal with evil, in general. But there may be Orthodox writers who have commented on the war. We are a Church with doctrine, but it would take more than a number of writers commenting on something to make it a 'doctrine'.Armenia was the first nation on earth to adopt Christianity.",0
and we all know how Marie Antoinette ended up after eating her cake   some people never ever learn,1
"You really do hate the truth, don't you lyte! And you're a teacher? What a scary thought that is based on your twisted world view. emoticonXDonno I have my own video for you to watch, one which doesn't tell you lies by pointing to a couple examples of why 10,000 emails don't expose the fraud which has been perpetrated on humanity for a generation now.
YouTube - John Coleman - Global Warming Scam
Here's another video where he sues Al Gore: YouTube - Al Gore sued by over 30.000 Scientists for Global Warming fraud / John Coleman",1
"Or maybe they do? Could this sick, perverted individual be the spokesperson for the so called ""gay movement""?",1
"You're back.
Nice attempt at deflection, but care to comment on the
""you're as touchy, judgmental and bitchy as a gay"" statement?",1
I haven’t been to the roxy in a while obviously but DAMN I don’t remember it being this hot in here jesus get some AC,0
@joanne1894 @chillimac63 You can choose not to play a player. That’s no different in any squad anywhere in the world.,0
"No it doesn't!It cost way more money in appeals than it does to excute someone. WE the taxpayers pay for legal represenatation for them and us, plus the cost of keeping them in jail. The appelas process alone costs the tax payers millions.It is far more expensive to kill them than to leave them in jail with no chance of parole.",0
"i wonder how there could be such accurate data before satellites? how did people track storms deep in the atlantic i wonder. maybe they could have followed them with ships, but that would be very dangerous, and how would they know when the storm started?",1
Ah yes. After a decent birthday it is now time to stress out about money again.,0
Everyone seems to be younger than me these days and it needs to stop,0
I’m a HORRIBLE PERSON but one of my VERY FAVORITE THINGS is watching HUGE RICH TOURIST FAMILIES get on the El and then ALL FALL DOWN when the train starts moving,0
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",0
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1
"'IF' is the question. It suggests that Holy Tradition does not know the answer.   Secondly, the issue of the flood itself could still be true and tested scientifically... as to whether an historical Noah existed that you might consign to 'myth'.   Does anyone here not find it interesting that there is almost a universal factor in societies concerning a global flood?   PS I have already discussed M-Eve on another post.",0
He’s All That literally made me cry I’m not kidding I feel so dumb!!!!!!!!,0
"originally posted by easyrider  would they have died for a lie, if christ were not resurrected? not likely. like i said, i doubt that very much.",0
"Interestingly everyone but 'the left' can assimilate what is being said, however, the left is notorious for their ever-present attitude that everyone else is mindless. You don't got no brownie points.....",1
"then you are wrong, in a general way! :-) virions (free viruses) are composed of organic molecules: proteins (in their capsids) and nucleic acids (in their cores), and some also have lipids (in their envelopes). what did you think viruses were made of?  excuse me, but i didn't create a false generalization.",1
How is Fields not the starter,0
"it's the first time i've seen you in that light, and i don't like it either, i'm really surprised at your stance on this one. don't let all those televangelists out there in on your secret passage. :p  for anyone who uses the bible, or interprets it in such a way, as to justify something that would seem contrary to reason or the 'core meaning' of the bible. imho, that's where the trouble starts. waxy",1
"Where do you get off saying that kind of tripe to somebody?
That kind of insane comment is typical of far left loons like you who lie for a living and don't have the common sense of a fence post.
And that goes for Jo Bennett too if he's agreeing with you.
Cretins.",1
"Oh well. Keep trying and you will get there one day.
",1
Oh! Goody! At last someone who wants to actually discuss evolution instead of mythology!,1
"To force women to have babys that they dont even want is even more ""preposterous"".",0
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1
"It is more along the lines of tree dwelling to prairie. Take a look at how the
 current tree dwelling primate loco move, then look the mammals that live
 on the plains tend to stand up to peer over the grass to see if enemies are coming.",0
"Are you suggesting the pollsters are bias? Nooooooooooo, that couldn't be. You think they were trying to sway the election? Noooooooooo, that couldn't be. 
These guys along with their Hollywood and music industry buddies are lossing their base. They need to go back to movies and music and leave the politics alone.",1
"You mean my dog 'CIgarette'??
I took him out for a drag.",1
I just want things to go back to the way they were @ diapers pacifiers and sippy cups,0
Right. I'm damaged because I'm not a Christian wing-nut. I'm still looking for at least some refutation.,1
"i am overwhelmed watching phelps. he is totally part man part fish. i also think that his attitude shows through, he seems to be highly upbeat and still very focused on the goals which he has set for himself.  jesse owens had his time and place and will never be forgotten. he opened the door for all the wonderful black athletes we see at almost every event at the olympics. but today, right now, phelps is the man.",0
"Speculation can be profitable.
A full head of hair is not unique.
My pyramidal tinfoil hat is an antenna for knowledge and truth. It reflects idiocy and dumbness into deep space.
You still haven't admitted to your error.",1
"I am willing to look at you, me and anyone and tell them if they are not prepared to love and nurture what is produced by sex, don't have it.   If you are, get it on.",1
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",0
"et illos conservaverunt dei, et filios caros sui ipsorum tutabantur. and the gods saved them, and protected and nurtured their own dear children. -",0
And you say juleacatz is the one who views pregnancy as a punishment for women.,1
tobi is actually obito uchiha because naruto broke off his mask and in the manga it explained how he survived and kakashi was shocked and so was guy.,0
"do you actually think that asking worthless questions will help your side? oh wait, obviously you do, that's all you ever ask. why are you trying so hard to deny the fact that conception originates a new organism?  irrelevant  that conception is the beginning of that new organism's life and physical existence? irrelevant that conception is in that respect, the birth of a new organism?  my definition does not allow for this conclusion. why does that fact bother you so much? if you are right, then all words are worthless and meaningless. if you are right every word means every other word.",1
so you think it would be ok to fire people for being secular atheists?,1
"Well, one can't be truly logical and not be an atheist (or at least agnostic.) As any religion simply flys in the face of logic. Faith and logic are poles apart.
 
 Keep truckin' Jim! Happy weekend to you bro.",0
"Don't you know? GOD was the reason why something that was buried 50 years ago is the same age as baby bird hatched two hours ago!Seriously, you call yourself a scientists and you don't prostrate yourself and credit God for everything?Don't you WORSHIP and thank GOD every time your microwave turns on when you push the button?Seriously. emoticonXGood",1
"I think I posted that awhile ago. Its huge BS. Thats like saying ""Civil rights hurt blacks"". Even though abortion may have some unwated side affects, its no where near the emotional and physical pain and suffering for the rest of your life than a forced pregnancy. Just goes to show that the pro-life movement is desperate.",0
@ladbible Tom hardy in any film,0
I know you think I was acting emotional with my post and it really is hard to tell whether someone is being emotional over a forum since it is so impersonal. What I can say is that posting about the Bible has become a mere formality to me and not the emot,0
Is it possible to be an adult and be as clueless as you seem to be?This was in response to the question did Jesus not believe in evolution.Only someone with similar mental capacity to yours would ask such a question.It seems unfair I have to answer this senseless comment you added to the nonsense.,1
I'm glad that you're the one living in fear of becoming a criminal for defending your family and not me.,1
They do provide many more services than providing abortions :P,1
"Besides the hundreds of cases in which such things are directly observed, I guess you're right.",0
"Taking away peoples right to an abortion is a great idea !!   People are confused and don't really know they want a kid, they just think they don't. It will all be alright after the kid arrives, .. they will discover we know best and keep and love and shelter these kids in a nurturing way. We know best and we know that none of them will ever just end up in a trash can or droped off at the local childrens home to join the thousands of other unwanted kids. None will ever become a pawn in a divorce situation, nore will any of them be sold into child slavery or prostitution.   How do we know all this ? .. We just know people who don't think they are ready for or want a kid really do !!   They will love and nurture it and all will be well.",1
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1
Hehehe. Sounds like an American in a big SUV looking at $4/gallon gasoline with a maxed out credit card listening to fundamentalist talk radio.,1
"For anti-choicers, it's just about control and power over women. They don't care about life. (Except their own.)This same mother could be a person who didn't have access to pre-natal care. They wouldn't defend that right either.Because they DON'T care about the fetus. They don't care about life. They don't care about health. They care about power and money and pushing people around. That's all.",0
"Mmmmm, not necessarily. Many of the arguments of against gods (those with specific properties, not just a general diety) deal with incompatible traits, like a square circle has. One does not have to search the universe to know square circles do not exist.People state simple negatives all the time. The lack of evidence for the positive makes them reasonable.",0
I just put my debit card PIN number into the microwave... not doing well,0
"Oh wow, I would be so hurt if you had any credibility what so ever.. 
I personally want you to keep on acting exactly how you are. Being such an 'Anti-Christian', I want everyone to look at you as an example of how a Christian person is kind, compassionate, intelligent and reasonable.",1
the word of easy's god is evil! that explains a morally bankrupt lot.,0
i have a reputation to maintain. most people stay on this site for about a year. i've been here for almost 3 years now? i guess you haven't learned that you shouldn't try to teach a pig to dance. nor have you learned that you shouldn't wrestle with a pig. you can't win and the pig likes it ;),0
You are saying this: God cannot know the future before it has happened. What he knows about tomorrow doesn't exist until tomorrow is completed here in our time. Now tell me the contradiction in that statement as I'm sure you will see it clear as day.I think this may help you see the flaw in what you are trying to suggest. Why don't you try to explain to me how God cannot know the future assuming he is not constrained by time. I don't think you will find it possible to explain. This is a good step in understanding what I am saying.,0
"So? God also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the woman's uterus. Oh well, I suppose it is all beliefs no matter how silly it sounds.",1
"Who likes cats?? These handmade cushions are perfect for a little gift. All one of a kind and handmade by me in the York! 

https://t.co/WWiGmAE7VU 

#cats #birthday #catpillow #decorativepillow #catcushion #petpillow #throwpillow #kittypillow #catlovergift #homemade https://t.co/SACNODCW5t",0
you always run and hide behind Bryan like the true coward you are,1
super duper grateful to everyone i have in my life 🥰,0
Get in Notts. Awesome #Notts @TrentBridge,0
"i love how the rightie wingnuts think that obama is a socialist muslim when their own mentally defective vp nominee is a practicing member of the pentacostal church, and a creationist. at least obama's head is screwed on properly.",1
Reina when we first put on her Halloween costume vs when we started saying how cute she was: https://t.co/nK6HAD8scD,0
"Although I'm not keen on them describing things as living fossils (the term is misleading) the possibilities and implications of this are fascinating. I'd be interested to see the paper if anyone has a PDF. It would seem to suggest that the origins of this particular molecule go back to the Ordovician at least, prior to the reptile/mammal split. Anyway, thought people might be interested :)",0
"With all of the drunks running around, you'd think everyone would know how to treat someone for alcohol poisoning or being run over by a car, wouldn't you.   Sometimes I'm certain that your elevator has never seen the penthouse.",1
"You know that, I know that, but the creationists do not know that.",0
"Whatever. emoticonXRolleyes I think you're making a mountain out of a molehill here, but that's up to you.",1
Well I'm glad its no problem for your son. No child deserves to be harrassed.,0
"Clearly you don't give a damn, because if you did then you would have to admit that you were wrong. Does this mean that you think the introduction of speed limits is a bad idea? ",1
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1
"Yes, that is logical   So you're saying your unwilling to discuss it, and you think that an oblique ad hominem (fitting in with nut cases) is a way to progress this topic?   No, you got the reason right. Why not actually discuss it? Or is it in effect to say ""I'm making a post to say I've got nothing to add to this thread""?",1
"Just another anti-gun Blogger.   I could go on, but doing so would boar the heck out of everyone, to include me!",0
"Networking, networking and networking - big message from today’s key note speakers #PRS2021",0
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1
10 things i hate about you is the best movie of all time,0
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1
